id,label,review
test_000401,0,"""❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ "" "
test_000402,0,"""đúng như hình "" "
test_000403,0,"""Đồ ăn rất ngon🥰 "" "
test_000404,0,"""Ngon mùi vị như xúc xích dị đó "" "
test_000405,0,"""Ngonnnnn sjshshhshshshshshshsbsbsbsbbdbdbdbdbdbdbbdbdbdbdb "" "
test_000406,0,"""Giao hàng cực nhanh  "" "
test_000407,0,"""ngon lắm               giao hàng nhanh                   "" "
test_000408,0,"""Ngon nnnnnnnnnndndndnndndndndndndnndndndnxnxnxnnxnxnxnxnxnxnxnxnxnxnxnxnxnxnnx "" "
test_000409,0,"""shop giao nhanh hihi "" "
test_000410,0,"""Giao rất nhanh, hàng date mới ,rất ngon "" "
test_000411,0,"""Ngon lắm "" "
test_000412,0,"""Chân vịt ngon 👍 "" "
test_000413,0,"""Đỉnhhhh cụa đỉnhhhhhhhhhhhhhhhhh đó quí dị  Sẽ quay lợi ạaaaaa "" "
test_000414,0,"""Ngon lắm luôngggg áaaaa mnggggggggggggggggggggggggggggggggggggggggggg "" "
test_000415,0,"""Chân vịt ngon , ổn ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️👋🏻♥️👋🏻👋🏻👋🏻 "" "
test_000416,0,"""Ngon ^^ "" "
test_000417,0,"""Ngon xuất sắc ❤️ "" "
test_000418,1,"""Qhehdbdhxddfhfhfhdhhfhrhrbdvevgrbrbfhrjrrjhrbrjekdjfhfh "" "
test_000419,0,"""Chất lượng sản phẩm cực kì tốt  Màu sắc đẹp đẽ, không bị hư hỏng gì về sản phẩm  Nói chung là cực kì ưng ý  Sẽ ủng hộ tiếp  "" "
test_000420,0,"""ngon "" "
test_000421,0,"""Ok "" "
test_000422,1,"""Đánh giá chủ yếu lấy xuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu "" "
test_000423,1,"""Ngon quá và hàng cũng không bị làm sao "" "
test_000424,0,"""Rất ngon "" "
test_000425,0,"""Chất lượng "" "
test_000426,1,"""Đã nhận được hàng                                      "" "
test_000427,0,"""Sản phẩm tốt , sẽ ủng hộ lần sau 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 "" "
test_000428,1,"""Okoko         cxzxz                                    z                        zzzzzzzz            "" "
test_000429,1,"""Đặt 6 chân vịt mà shop giao có 4 chân vịt,1 chân gà  Vậy mà cũng k thấy nhắn tin nói hay gì luôn  Lần đầu đặt mà thấy k ổn "" "
test_000430,0,"""shop tư vấn nhiệt tình, giá rẻ, giao hàng nhanhhhh, nên muaaaaaaaaaa "" "
test_000431,1,"""nnanajkOoalamamansznnzjzjzjzkzozoaoaoalaakmaannananananajajakakakakkaoaksksksks "" "
test_000432,1,"""Thật sự thì ăn giống như nó bị chảy ra "" "
test_000433,1,"""https://vt tiktok com/ZSJF3ykNW/ggfjdndbbđbdbbsbsbsbsbbsbsbsnsjansjsskskksnnssnnsnsjsjskkskskskskksksjsjjsjsjs "" "
test_000434,0,"""Ngon cay nhưng thanh cua ko ngon "" "
test_000435,1,"""                                                                                                   "" "
test_000436,0,"""Ngon  "" "
test_000437,0,"""Siêu ngon, em đặt thêm 30 chân nữa "" "
test_000438,0,"""Hàng ổn "" "
test_000439,0,"""Ngon xs  "" "
test_000440,1,"""Hhxduvibibggcdsdfhjkkutwwrtkpogfvbnnbvgbhjkugffhhbbbbbbbbbbbbbb "" "
test_000441,0,"""Ngon nha mn nên thử shop giao đủ nè😘😘 "" "
test_000442,0,"""Ngon quá trời ko cay quá 😊😊 "" "
test_000443,1,"""Cgiiciyccyccgiitguhgggggcyuctuxtuzf7xutxuxtuxututxtu "" "
test_000444,1,""" Hcckhcicycyccoutxkcyxxkgccigxxkcgxxjcckgucickcxjxmckjxu k "" "
test_000445,0,"""Okkk "" "
test_000446,0,"""okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk "" "
test_000447,1,"""Icuchchckbkbjchcjckvlblbjfydtdyfjvkvjcjcjfigudyduckbifudyfivhch "" "
test_000448,1,"""Ko đc tốt "" "
test_000449,1,"""Bán hàng như qq  Giao hàng hư  Chuột cắn dơ vl  Ai có vào sau đọc đánh giá này  Đừng bh mua cái shop này  Nc còn ngang ngược nữa  Lỗi đéo nhận mà cứ nói khadch vô lí   "" "
test_000450,0,"""Ngon xuất xắc "" "
test_000451,0,"""Chân vịt rất nhon "" "
test_000452,1,"""Yhh "" "
test_000453,0,"""Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkjk "" "
test_000454,0,"""rất ngon ăn kh bị ngấy 😍 "" "
test_000455,0,"""Ok ổn "" "
test_000456,0,"""Quá ngon "" "
test_000457,0,"""Shop giao hàng nhanh "" "
test_000458,1,"""Sp bình thường "" "
test_000459,0,"""Ngon nha shop   Lần sau tiếp tục ủng hộ   "" "
test_000460,1,"""Tdykxocyoogulvouvoffdodyodydoydoydotdoydyodoydoydoyfoyfoyfoyf "" "
test_000461,0,"""Ok  "" "
test_000462,1,"""Mới mua mà ăn hết rồi "" "
test_000463,0,"""Hog ngon cho lắm hôi nữa ăn hog đc "" "
test_000464,0,"""ghĩ mau đem chuyện phiền toái, đángTâm Tâm insta của bả : everythingoes_Tâm Tâm insta của bả : everythingoes_Tâm Tâm insta của bả : everythingoes_ghĩ mau đem chuyện phiền toái, đáng362 224 3603ghĩ mau đem chuyện phiền toái, đángTâm Tâm insta của bả : everythingoes_ghĩ mau đem chuyện phiền toái, đáng "" "
test_000465,0,"""Ăn ngon giống thịt kho tàu "" "
test_000466,1,"""tệ "" "
test_000467,1,"""K có màu tím, giận "" "
test_000468,1,"""   "" "
test_000469,0,"""Ngon "" "
test_000470,0,"""Ngon "" "
test_000471,1,"""Íbdishx8beoa 8db7be8wbidn29be iehdnqowbs9db dbd8wbnw9br7xbe  "" "
test_000472,0,"""Ngon  "" "
test_000473,1,"""Hdhdhcghfbdhdhdjd    F f f fjdjdkdjj j h g f d  T ui j n g gxhxhdbd "" "
test_000474,0,"""Tốt nha mn "" "
test_000475,0,"""Kẹo rất ngon nhưng chân gà chân vịt thì thôi rồi, thật sự mình hong bt mn thế nào chứ mình ăn vào ói quá trời Tốt nhất mn ko nên mua nhaa "" "
test_000476,0,"""Chất lượng sản phẩm tốt Đóng gói đẹp Giao hàng hơi lâu Likeeeeeeeee  "" "
test_000477,0,"""chân vịt ăn ngon nhưng hông cay, chân gà, cổ thì cay , đùi hông ngon   "" "
test_000478,1,"""  hjjdjdndjjfjdnjfjfngnfjshzhhchcnfjfnfhchhcbfhdhdhdhhdhdhdfhdhfjfjjffjjfjfjfh "" "
test_000479,1,"""Bdjwvdkfbzuwctjifbskwbkcnwkzihwjrbjanxjjevajbcirbajwnkxkeowohtj "" "
test_000480,1,"""🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🧸🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 "" "
test_000481,0,"""Tốt "" "
test_000482,0,"""Bánh tráng ngon "" "
test_000483,0,"""Ăn ngon  "" "
test_000484,0,"""Ngôn giao hàng nhanh "" "
test_000485,1,"""Lưu ý khi mua theo tôi thì ăn ko ngon nhé  "" "
test_000486,0,"""Ngon nhưng hơi khó ăn lúc đầu nói xhung là ngon "" "
test_000487,0,"""Hình ảnh và video mang tính chất minh họa nhưng shop giao đủ sp và ăn cx tạm được "" "
test_000488,1,"""481723rbdnskwoa9s8sdicnnccmksow8wisjsndncjcixuausjsfcvjsisisidididicjcjcncndkeowoeidjdjcncncjsoaiwieuehrhfnfnckcidiwieuehrjfjfkfodow9wiwjejfnfncjjvvj "" "
test_000489,1,"""Ăn bở bở sao á "" "
test_000490,0,"""Ngonnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn "" "
test_000491,0,"""Món ăn rất ngon "" "
test_000492,0,"""ngon đbbdbbdbbxbxbdbxbhdbdhdhdhdhdhhhhhxbxnxnxnxnxnns "" "
test_000493,0,"""Ăn ok "" "
